staff_id,npi,first_name,last_name,job_code,job_title,credential,primary_facility_id,primary_unit_id,employment_type,fte,hire_date,termination_date,is_active
STF003197,1991049024,Sean,Hernandez,RN,Registered Nurse,RN,050201,050201-LD,1,1.0,2026-02-27,,1
STF003198,1557331234,Steven,Carter,RN,Registered Nurse,RN,050201,050201-PSY,1,1.0,2020-12-18,,1
STF003199,,Jeffrey,Morgan,CNA,Certified Nursing Assistant,CNA,050201,050201-SDU,1,1.0,2016-02-14,,1
STF003200,,Andrew,Melton,PharmTech,Pharmacy Technician,CPhT,050201,050201-MICU,1,1.0,2020-01-09,,1
STF003201,1430901006,Mary,Gates,MD,Physician,MD,050201,050201-SICU,1,0.8,2017-05-08,2026-03-08,0
STF003202,1502182940,Peter,Johnson,LPN,Licensed Practical Nurse,LPN,050201,050201-LD,2,0.6,2015-05-02,,1
STF003203,,Samantha,Brown,CNA,Certified Nursing Assistant,CNA,050201,050201-LD,1,1.0,2025-11-24,,1
STF003204,1273446231,Sarah,Terry,MD,Physician,MD,050201,050201-ED,1,0.9,2016-01-24,,1
STF003205,1212060477,Judith,Page,RN,Registered Nurse,RN,050201,050201-PP,1,1.0,2023-06-16,,1
STF003206,1722159906,Jose,Johnson,RN,Registered Nurse,RN,050201,050201-PP,1,1.0,2019-01-01,,1
STF003207,1933560154,Kimberly,Parker,NP,Nurse Practitioner,NP,050201,050201-MICU,1,1.0,2020-07-26,,1
STF003208,1767962271,Matthew,Yu,RN,Registered Nurse,RN,050201,050201-ED,1,0.8,2023-12-09,,1
STF003209,1904542372,William,Davis,LPN,Licensed Practical Nurse,LPN,050201,050201-PACU,1,1.0,2015-10-30,,1
STF003210,1604481186,Christopher,Ibarra,RN,Registered Nurse,RN,050201,050201-ED,2,0.9,2018-07-06,,1
STF003211,1839808720,Deborah,Scott,RN,Registered Nurse,RN,050201,050201-PACU,1,0.6,2015-04-21,,1
STF003212,,Tara,Schmidt,CNA,Certified Nursing Assistant,CNA,050201,050201-SDU,1,1.0,2023-12-05,,1
STF003213,,Timothy,Reyes,CNA,Certified Nursing Assistant,CNA,050201,050201-ONC,1,1.0,2025-12-29,,1
STF003214,1957746706,Elizabeth,James,RN,Registered Nurse,RN,050201,050201-SICU,1,0.8,2021-05-28,,1
STF003215,1087446294,Carl,Bradley,LPN,Licensed Practical Nurse,LPN,050201,050201-ASC,1,0.6,2022-09-26,,1
STF003216,1677801229,Veronica,Young,NP,Nurse Practitioner,NP,050201,050201-PSY,1,0.6,2015-07-04,2026-01-23,0
STF003217,1757400069,Susan,Swanson,MD,Physician,MD,050201,050201-LD,1,0.6,2017-11-18,,1
STF003218,1085332269,Yvonne,Adams,RN,Registered Nurse,RN,050201,050201-SDU,1,1.0,2017-02-21,,1
STF003219,1630694181,Amanda,Gutierrez,MD,Physician,MD,050201,050201-ONC,1,0.6,2019-07-15,,1
STF003220,1417439519,Christopher,Brooks,LPN,Licensed Practical Nurse,LPN,050201,050201-SDU,1,0.9,2026-06-01,,1
STF003221,1991891963,Erik,Roy,RN,Registered Nurse,RN,050201,050201-PSY,1,0.8,2016-10-25,,1
STF003222,1941129447,Sue,Wells,LPN,Licensed Practical Nurse,LPN,050201,050201-PP,1,1.0,2015-10-23,,1
STF003223,1744164582,Tammy,Dougherty,MD,Physician,MD,050201,050201-PACU,1,1.0,2024-07-06,,1
STF003224,1866072691,Danielle,Moore,RN,Registered Nurse,RN,050201,050201-LD,1,1.0,2025-12-30,,1
STF003225,1976111620,Andrew,Owens,RN,Registered Nurse,RN,050201,050201-PSY,2,1.0,2018-02-02,,1
STF003226,1484144387,Melissa,Lee,RN,Registered Nurse,RN,050201,050201-TELE,1,0.8,2018-09-07,,1
STF003227,,Jennifer,Holt,RT,Respiratory Therapist,RRT,050201,050201-SICU,1,1.0,2025-08-23,,1
STF003228,1116787985,Thomas,Barton,MD,Physician,MD,050201,050201-PP,1,0.6,2018-08-26,,1
STF003229,,Michele,Garcia,CNA,Certified Nursing Assistant,CNA,050201,050201-SDU,1,1.0,2024-09-02,,1
STF003230,1768591115,Natasha,Hudson,RN,Registered Nurse,RN,050201,050201-OPC,1,1.0,2020-01-03,2026-05-31,0
STF003231,1382337611,Desiree,Shelton,NP,Nurse Practitioner,NP,050201,050201-PP,1,0.8,2023-11-10,,1
STF003232,,Colleen,Griffin,CNA,Certified Nursing Assistant,CNA,050201,050201-PEDS,1,0.9,2023-01-11,,1
STF003233,1405287403,Mary,Houston,RN,Registered Nurse,RN,050201,050201-CVICU,1,1.0,2025-10-17,,1
STF003234,1621999457,Reginald,Mendoza,RN,Registered Nurse,RN,050201,050201-PP,1,0.9,2016-11-16,2025-11-19,0
STF003235,,Christina,Ellison,CNA,Certified Nursing Assistant,CNA,050201,050201-TELE,1,1.0,2015-05-04,,1
STF003236,,Brady,Chen,CNA,Certified Nursing Assistant,CNA,050201,050201-PSY,1,1.0,2015-05-07,,1
STF003237,1299228386,Heather,Ramirez,LPN,Licensed Practical Nurse,LPN,050201,050201-OPC,1,0.8,2019-07-30,,1
STF003238,,John,Rice,CNA,Certified Nursing Assistant,CNA,050201,050201-PSY,1,1.0,2024-03-29,,1
STF003239,,Lisa,Myers,CNA,Certified Nursing Assistant,CNA,050201,050201-PEDS,1,0.6,2017-12-24,,1
STF003240,1127927733,Victoria,Clark,MD,Physician,MD,050201,050201-OPC,1,1.0,2019-02-09,,1
STF003241,1780159910,Jennifer,Huynh,RN,Registered Nurse,RN,050201,050201-ASC,1,1.0,2023-01-11,,1
STF003242,1315962539,Michael,Flynn,MD,Physician,MD,050201,050201-PP,1,0.6,2018-09-23,,1
STF003243,,Paul,Yang,CNA,Certified Nursing Assistant,CNA,050201,050201-PP,1,0.8,2016-03-07,,1
STF003244,1655426892,Anthony,Fitzgerald,RN,Registered Nurse,RN,050201,050201-OPC,1,0.8,2019-08-19,,1
STF003245,1426175608,Wanda,Brewer,RN,Registered Nurse,RN,050201,050201-PSY,1,1.0,2019-03-31,,1
STF003246,1569140394,Robert,Colon,RN,Registered Nurse,RN,050201,050201-LD,1,0.6,2016-07-12,,1
STF003247,,John,Gibbs,CNA,Certified Nursing Assistant,CNA,050201,050201-PEDS,1,0.6,2017-09-22,,1
STF003248,1645721675,Tina,Nelson,RN,Registered Nurse,RN,050201,050201-SDU,1,0.8,2024-04-20,,1
STF003249,1331317270,Melissa,Jimenez,RN,Registered Nurse,RN,050201,050201-ED,2,1.0,2025-05-02,2025-10-07,0
STF003250,1361266174,Kevin,Watson,RN,Registered Nurse,RN,050201,050201-PEDS,1,0.6,2024-10-05,,1
STF003251,,Jacob,Thomas,UC,Unit Clerk,,050201,050201-CVICU,2,0.6,2020-07-14,,1
STF003252,,William,Espinoza,UC,Unit Clerk,,050201,050201-CVICU,1,0.8,2015-02-04,,1
STF003253,1782524893,Thomas,Hill,RN,Registered Nurse,RN,050201,050201-ASC,1,0.6,2019-03-09,,1
STF003254,,Richard,Douglas,RT,Respiratory Therapist,RRT,050201,050201-LD,1,0.6,2023-08-12,,1
STF003255,,Erica,Thornton,CNA,Certified Nursing Assistant,CNA,050201,050201-PP,1,1.0,2017-07-21,,1
STF003256,,Robert,Harris,RT,Respiratory Therapist,RRT,050201,050201-TELE,1,1.0,2015-11-02,,1
STF003257,,Brandon,Alvarado,CNA,Certified Nursing Assistant,CNA,050201,050201-MS,1,1.0,2015-12-24,,1
STF003258,1728593423,Dustin,Hodges,RN,Registered Nurse,RN,050201,050201-OPC,1,1.0,2017-01-15,2026-05-24,0
STF003259,1801493044,Alex,Avila,RN,Registered Nurse,RN,050201,050201-OPC,1,1.0,2023-03-05,,1
STF003260,,Joan,Richardson,UC,Unit Clerk,,050201,050201-ONC,1,1.0,2025-08-24,,1
STF003261,1731548798,Vickie,Williams,RN,Registered Nurse,RN,050201,050201-LD,1,0.9,2015-05-12,,1
STF003262,,Melanie,Baker,CNA,Certified Nursing Assistant,CNA,050201,050201-SDU,1,0.8,2022-02-19,,1
STF003263,1676749271,Latoya,Lopez,RN,Registered Nurse,RN,050201,050201-ONC,1,0.6,2016-01-24,2026-04-23,0
STF003264,1140772436,Bonnie,Gill,RPh,Pharmacist,PharmD,050201,050201-SICU,2,1.0,2024-04-25,,1
STF003265,,Jody,Miller,CNA,Certified Nursing Assistant,CNA,050201,050201-SICU,1,0.8,2015-03-02,,1
STF003266,1895451119,Timothy,Gibson,RN,Registered Nurse,RN,050201,050201-PSY,1,1.0,2025-04-26,,1
STF003267,1181867646,Thomas,Day,RN,Registered Nurse,RN,050201,050201-SICU,1,1.0,2022-06-11,,1
STF003268,,Jeffrey,Mclaughlin,UC,Unit Clerk,,050201,050201-TELE,1,1.0,2015-09-06,,1
STF003269,,Cindy,Kim,CNA,Certified Nursing Assistant,CNA,050201,050201-ASC,1,0.6,2019-11-04,,1
STF003270,1265766974,Christine,Wood,RN,Registered Nurse,RN,050201,050201-PSY,1,0.9,2021-08-02,,1
STF003271,1284832619,Amy,Wise,RN,Registered Nurse,RN,050201,050201-CVICU,1,0.6,2016-11-26,,1
STF003272,1707852082,Kristin,Williams,RN,Registered Nurse,RN,050201,050201-PP,1,1.0,2018-07-22,,1
STF003273,1427672410,Ryan,Cummings,RN,Registered Nurse,RN,050201,050201-MICU,1,1.0,2023-05-29,,1
STF003274,1657159530,Catherine,Perez,RN,Registered Nurse,RN,050201,050201-TELE,1,0.9,2017-07-31,2025-10-30,0
STF003275,1405853494,April,Perkins,RN,Registered Nurse,RN,050201,050201-SICU,1,1.0,2026-05-15,,1
STF003276,1716202528,Erika,Brown,RN,Registered Nurse,RN,050201,050201-CVICU,1,1.0,2025-02-12,2026-07-26,0
STF003277,1216057029,Jennifer,Coleman,RPh,Pharmacist,PharmD,050201,050201-ONC,2,0.6,2023-06-25,,1
STF003278,,Kathleen,Jackson,RT,Respiratory Therapist,RRT,050201,050201-OPC,1,1.0,2016-04-07,,1
STF003279,1333498581,Charles,Beck,RN,Registered Nurse,RN,050201,050201-SICU,1,0.8,2022-08-25,,1
STF003280,,Abigail,Flores,RT,Respiratory Therapist,RRT,050201,050201-CVICU,1,0.6,2021-07-15,,1
STF003281,1309081472,David,Chan,PA,Physician Assistant,PA-C,050201,050201-SDU,1,0.8,2016-11-24,,1
STF003282,1097686875,Alex,Young,RN,Registered Nurse,RN,050201,050201-SDU,1,1.0,2016-05-29,,1
STF003283,1399251412,Claire,Johnson,PA,Physician Assistant,PA-C,050201,050201-PSY,1,1.0,2024-01-03,2026-04-07,0
STF003284,1339536835,Shawna,Williams,RN,Registered Nurse,RN,050201,050201-ONC,1,1.0,2016-09-11,,1
STF003285,1591080849,John,Ford,RPh,Pharmacist,PharmD,050201,050201-MS,1,0.9,2016-11-26,,1
STF003286,1187626495,William,Chang,RN,Registered Nurse,RN,050201,050201-OPC,2,0.8,2018-11-07,,1
STF003287,,Kenneth,Hansen,CNA,Certified Nursing Assistant,CNA,050201,050201-ASC,1,0.6,2020-12-08,,1
STF003288,,Carol,Todd,CNA,Certified Nursing Assistant,CNA,050201,050201-CVICU,1,0.9,2017-04-05,,1
STF003289,1693950254,Laura,Campbell,RN,Registered Nurse,RN,050201,050201-ASC,1,1.0,2015-05-26,2026-05-28,0
STF003290,,Michael,Ho,CNA,Certified Nursing Assistant,CNA,050201,050201-PEDS,1,0.8,2022-10-11,,1
STF003291,1535884591,Anna,Thomas,RN,Registered Nurse,RN,050201,050201-SDU,1,1.0,2020-05-27,,1
STF003292,1438932171,Elizabeth,Mills,LPN,Licensed Practical Nurse,LPN,050201,050201-SICU,1,1.0,2022-05-19,,1
STF003293,1848436606,Rodney,Beck,PA,Physician Assistant,PA-C,050201,050201-SDU,1,1.0,2018-02-08,,1
STF003294,1631359287,Chelsea,Wang,RN,Registered Nurse,RN,050201,050201-MICU,2,0.8,2021-05-24,,1
STF003295,1222804533,Carol,Peterson,PA,Physician Assistant,PA-C,050201,050201-ED,1,1.0,2021-07-10,,1
STF003296,1136924657,Marie,Meza,LPN,Licensed Practical Nurse,LPN,050201,050201-PSY,1,1.0,2026-01-23,,1
STF003297,1912114503,Michelle,Ray,MD,Physician,MD,050201,050201-ASC,1,1.0,2016-09-16,,1
STF003298,,Larry,Brandt,UC,Unit Clerk,,050201,050201-TELE,1,0.9,2024-09-17,,1
STF003299,1485774012,Kara,Ramirez,RN,Registered Nurse,RN,050201,050201-PSY,1,0.6,2016-01-08,,1
STF003300,1180588082,Rodney,Harrison,MD,Physician,MD,050201,050201-ONC,1,1.0,2020-01-03,,1
STF003301,1058722275,Jon,Wilson,RN,Registered Nurse,RN,050201,050201-PSY,1,1.0,2025-10-26,,1
STF003302,1585146787,Matthew,Richmond,RN,Registered Nurse,RN,050201,050201-MICU,1,1.0,2020-06-22,,1
STF003303,1436141988,Jonathan,Harris,PA,Physician Assistant,PA-C,050201,050201-LD,1,0.6,2026-06-01,,1
STF003304,,Elizabeth,Morrison,CNA,Certified Nursing Assistant,CNA,050201,050201-SICU,1,1.0,2022-11-07,,1
STF003305,1562429412,Rebecca,Rice,RN,Registered Nurse,RN,050201,050201-PEDS,1,0.8,2015-07-09,,1
STF003306,1918034230,Richard,May,RN,Registered Nurse,RN,050201,050201-MICU,1,0.9,2024-07-10,,1
STF003307,1515730570,Kyle,Parker,RN,Registered Nurse,RN,050201,050201-MICU,1,0.8,2023-06-17,,1
STF003308,1114040771,Sharon,Collier,RN,Registered Nurse,RN,050201,050201-TELE,1,0.6,2024-11-12,,1
STF003309,1152312220,Tyler,Salazar,MD,Physician,MD,050201,050201-CVICU,1,1.0,2022-06-22,,1
STF003310,1433381983,Jennifer,Ritter,RN,Registered Nurse,RN,050201,050201-SDU,1,0.9,2018-09-14,,1
STF003311,1163238714,Robert,Cohen,MD,Physician,MD,050201,050201-ONC,1,1.0,2021-09-27,,1
STF003312,1640181028,Angela,Harris,RN,Registered Nurse,RN,050201,050201-ONC,1,0.9,2023-02-17,2026-04-11,0
STF003313,1933794862,Haley,Miller,RN,Registered Nurse,RN,050201,050201-PP,1,1.0,2025-05-15,,1
STF003314,1144848751,Kristin,Mcneil,RN,Registered Nurse,RN,050201,050201-SICU,1,1.0,2018-04-01,,1
STF003315,1370650589,Kelsey,Brown,RN,Registered Nurse,RN,050201,050201-CVICU,1,0.9,2024-01-08,,1
STF003316,,Kara,Singh,CNA,Certified Nursing Assistant,CNA,050201,050201-TELE,1,1.0,2016-10-09,,1
STF003317,1696848061,Vickie,Baker,MD,Physician,MD,050201,050201-LD,1,0.9,2017-05-24,,1
STF003318,,Elizabeth,Evans,UC,Unit Clerk,,050201,050201-PP,2,1.0,2025-06-01,,1
STF003319,1193299593,Kim,Evans,RN,Registered Nurse,RN,050201,050201-LD,1,0.9,2021-04-25,2026-06-10,0
STF003320,1574665311,Matthew,Watkins,RN,Registered Nurse,RN,050201,050201-PEDS,1,0.6,2018-10-10,,1
STF003321,,Lisa,Cook,UC,Unit Clerk,,050201,050201-SDU,2,1.0,2022-09-27,,1
STF003322,1300948588,David,Anderson,RPh,Pharmacist,PharmD,050201,050201-PSY,1,1.0,2020-09-12,,1
STF003323,1843145435,Donna,Newman,RN,Registered Nurse,RN,050201,050201-PEDS,1,1.0,2015-04-16,,1
STF003324,,Diana,Evans,UC,Unit Clerk,,050201,050201-PP,1,0.9,2015-12-12,,1
STF003325,,Zachary,Prince,CNA,Certified Nursing Assistant,CNA,050201,050201-ONC,1,0.8,2020-06-16,,1
STF003326,,Rebekah,Thompson,CNA,Certified Nursing Assistant,CNA,050201,050201-SDU,1,0.9,2023-12-13,,1
STF003327,1766618501,William,Huffman,MD,Physician,MD,050201,050201-PP,1,1.0,2020-09-05,,1
STF003328,1004740119,Richard,Howard,RN,Registered Nurse,RN,050201,050201-TELE,1,0.9,2020-11-19,,1
STF003329,1104580109,Taylor,Newman,PA,Physician Assistant,PA-C,050201,050201-PACU,1,0.8,2016-08-30,,1
STF003330,1373720103,Susan,Hamilton,RN,Registered Nurse,RN,050201,050201-CVICU,1,0.8,2018-05-05,,1
STF003331,1636222241,Gregory,Li,RN,Registered Nurse,RN,050201,050201-PEDS,2,1.0,2018-07-22,,1
STF003332,,Willie,Ryan,CNA,Certified Nursing Assistant,CNA,050201,050201-TELE,1,1.0,2025-03-27,,1
STF003333,1166537229,Rebecca,Graves,MD,Physician,MD,050201,050201-PACU,1,0.6,2022-07-08,,1
STF003334,,Justin,Armstrong,PharmTech,Pharmacy Technician,CPhT,050201,050201-ONC,1,1.0,2020-05-01,,1
STF003335,1918150435,Allison,Braun,RN,Registered Nurse,RN,050201,050201-PSY,1,0.8,2025-09-30,,1
STF003336,,Darryl,Vang,UC,Unit Clerk,,050201,050201-PACU,1,1.0,2020-04-12,,1
STF003337,,Bonnie,Hernandez,CNA,Certified Nursing Assistant,CNA,050201,050201-CVICU,1,1.0,2025-03-06,,1
STF003338,1998429194,Andrew,Brooks,RPh,Pharmacist,PharmD,050201,050201-SDU,1,1.0,2018-07-14,,1
STF003339,1247480306,Victor,Jenkins,RN,Registered Nurse,RN,050201,050201-SDU,2,0.8,2021-06-09,,1
STF003340,1074318089,Neil,Blackwell,RN,Registered Nurse,RN,050201,050201-ASC,1,0.6,2017-02-01,,1
STF003341,1838573696,Mitchell,Andrade,RN,Registered Nurse,RN,050201,050201-TELE,1,1.0,2021-06-24,,1
STF003342,1477007724,Spencer,Soto,RN,Registered Nurse,RN,050201,050201-ASC,1,1.0,2020-06-30,,1
STF003343,1328503277,Shelley,Baker,RN,Registered Nurse,RN,050201,050201-PACU,1,0.9,2024-03-11,,1
STF003344,,Jacob,Kemp,RT,Respiratory Therapist,RRT,050201,050201-PEDS,1,1.0,2017-02-10,,1
STF003345,1097876893,Victoria,Lewis,RN,Registered Nurse,RN,050201,050201-TELE,1,1.0,2021-10-05,2025-11-01,0
STF003346,,Michelle,Watts,CNA,Certified Nursing Assistant,CNA,050201,050201-CVICU,2,1.0,2021-11-11,,1
STF003347,,Tyler,Golden,UC,Unit Clerk,,050201,050201-LD,1,0.9,2021-03-09,,1
STF003348,1598233611,Carla,Green,RN,Registered Nurse,RN,050201,050201-SICU,2,0.9,2017-04-01,,1
STF003349,1082409594,Stephanie,Lee,RN,Registered Nurse,RN,050201,050201-PEDS,1,0.8,2016-09-21,,1
STF003350,1750314017,Johnathan,Monroe,RN,Registered Nurse,RN,050201,050201-PP,1,0.6,2025-06-10,,1
STF003351,1812336324,Tracy,Garrett,RN,Registered Nurse,RN,050201,050201-PACU,1,1.0,2019-05-28,,1
STF003352,1934981757,Sharon,Mercado,RN,Registered Nurse,RN,050201,050201-PP,1,1.0,2021-02-10,,1
STF003353,,David,Turner,PharmTech,Pharmacy Technician,CPhT,050201,050201-ONC,1,1.0,2018-09-23,,1
STF003354,1167973927,Sara,Pruitt,RN,Registered Nurse,RN,050201,050201-CVICU,2,1.0,2024-09-11,,1
STF003355,1009569448,Cody,Fuller,RPh,Pharmacist,PharmD,050201,050201-SDU,1,0.8,2017-08-21,,1
STF003356,1030661260,James,Hess,RN,Registered Nurse,RN,050201,050201-CVICU,1,1.0,2019-01-27,,1
STF003357,1295258678,Lauren,Powell,LPN,Licensed Practical Nurse,LPN,050201,050201-TELE,1,1.0,2018-09-24,,1
STF003358,1575318481,Daniel,Santiago,RN,Registered Nurse,RN,050201,050201-SICU,1,0.8,2023-05-27,,1
STF003359,1499902093,Veronica,Ware,RN,Registered Nurse,RN,050201,050201-SICU,1,0.6,2016-06-17,,1
STF003360,1205168573,Jessica,Oliver,RN,Registered Nurse,RN,050201,050201-TELE,1,0.9,2022-10-26,,1
STF003361,,Dalton,Allen,CNA,Certified Nursing Assistant,CNA,050201,050201-TELE,1,1.0,2019-05-11,2026-07-31,0
STF003362,,David,Nelson,CNA,Certified Nursing Assistant,CNA,050201,050201-PACU,1,1.0,2023-05-15,,1
STF003363,1296531414,Marie,Jackson,RN,Registered Nurse,RN,050201,050201-SDU,1,1.0,2020-06-28,,1
STF003364,1610554062,Kristopher,Hoffman,RN,Registered Nurse,RN,050201,050201-TELE,1,0.9,2024-11-05,,1
STF003365,,Willie,Trujillo,PharmTech,Pharmacy Technician,CPhT,050201,050201-SICU,1,1.0,2024-01-15,,1
STF003366,1056280171,Alexandra,Jackson,RN,Registered Nurse,RN,050201,050201-CVICU,1,0.9,2015-04-11,,1
STF003367,1310017958,Katie,Smith,RN,Registered Nurse,RN,050201,050201-SDU,1,1.0,2015-06-27,,1
STF003368,1028908588,Derek,Lewis,RN,Registered Nurse,RN,050201,050201-ED,1,0.8,2022-07-29,2025-10-18,0
STF003369,,Melissa,Davis,RT,Respiratory Therapist,RRT,050201,050201-MS,2,0.6,2024-05-06,,1
STF003370,,Michelle,Good,CNA,Certified Nursing Assistant,CNA,050201,050201-ONC,1,0.9,2023-02-09,,1
STF003371,1644771185,Clinton,Hill,RN,Registered Nurse,RN,050201,050201-SICU,1,0.9,2019-02-16,,1
STF003372,1709644280,Lisa,Ortega,RN,Registered Nurse,RN,050201,050201-ASC,1,1.0,2024-09-25,2026-03-10,0
STF003373,1396468607,Brandy,Duran,RN,Registered Nurse,RN,050201,050201-MICU,2,0.6,2023-03-15,,1
STF003374,,Linda,Buchanan,RT,Respiratory Therapist,RRT,050201,050201-PP,1,0.8,2018-04-30,2025-10-17,0
STF003375,1306598482,Adam,Bautista,PA,Physician Assistant,PA-C,050201,050201-OPC,1,0.9,2019-01-30,,1
STF003376,1299447334,Charlotte,Atkins,RPh,Pharmacist,PharmD,050201,050201-SICU,1,1.0,2015-12-17,2026-06-01,0
STF003377,1542817790,John,Bond,PA,Physician Assistant,PA-C,050201,050201-PEDS,1,0.8,2016-08-15,2025-10-10,0
STF003378,1867801454,Micheal,Ritter,NP,Nurse Practitioner,NP,050201,050201-PEDS,1,0.9,2017-08-19,,1
STF003379,1202924351,Pamela,Martinez,PA,Physician Assistant,PA-C,050201,050201-SDU,1,0.6,2021-08-21,,1
STF003380,1497154929,Charles,Mcclain,RN,Registered Nurse,RN,050201,050201-ONC,1,0.8,2016-03-28,2026-01-11,0
STF003381,1437623817,Aaron,Reyes,RN,Registered Nurse,RN,050201,050201-ED,1,1.0,2024-03-09,2025-10-18,0
STF003382,1191312915,Ashley,Floyd,RN,Registered Nurse,RN,050201,050201-PEDS,1,0.8,2022-07-04,,1
STF003383,1138243530,Catherine,Mitchell,RN,Registered Nurse,RN,050201,050201-ASC,1,0.6,2020-02-19,2026-02-27,0
STF003384,1140954029,Jerry,Escobar,RN,Registered Nurse,RN,050201,050201-PEDS,1,0.6,2017-04-19,,1
STF003385,1281576446,Donna,Hampton,RN,Registered Nurse,RN,050201,050201-TELE,1,1.0,2019-07-13,,1
STF003386,,Lauren,Rodriguez,UC,Unit Clerk,,050201,050201-MS,1,1.0,2017-07-17,,1
STF003387,1762236553,Natalie,Nguyen,MD,Physician,MD,050201,050201-MICU,1,0.6,2021-04-22,,1
STF003388,1622253851,Pamela,Hinton,MD,Physician,MD,050201,050201-SICU,2,0.9,2024-02-08,,1
STF003389,1828580864,Tony,Richard,RN,Registered Nurse,RN,050201,050201-TELE,1,1.0,2021-12-18,2026-02-28,0
STF003390,,David,Frank,CNA,Certified Nursing Assistant,CNA,050201,050201-SICU,1,0.8,2025-06-21,2026-02-18,0
STF003391,1071704595,Patricia,Smith,RN,Registered Nurse,RN,050201,050201-ONC,1,0.8,2018-11-17,,1
STF003392,,Amy,Patterson,RT,Respiratory Therapist,RRT,050201,050201-ASC,1,1.0,2026-03-19,,1
STF003393,1003516426,Jason,Proctor,RN,Registered Nurse,RN,050201,050201-ONC,1,0.8,2025-02-27,,1
STF003394,1739807834,Kelly,Pollard,LPN,Licensed Practical Nurse,LPN,050201,050201-CVICU,1,0.6,2020-09-03,,1
STF003395,1947249930,Amber,Rogers,LPN,Licensed Practical Nurse,LPN,050201,050201-PACU,1,1.0,2020-09-04,,1
STF003396,1999044205,Jennifer,Nash,RN,Registered Nurse,RN,050201,050201-LD,1,1.0,2023-01-25,2026-02-25,0
STF003397,1145983712,Amanda,Adams,RN,Registered Nurse,RN,050201,050201-ED,1,0.8,2019-09-28,,1
STF003398,1146774568,Sue,Maldonado,RN,Registered Nurse,RN,050201,050201-SDU,1,1.0,2020-08-21,,1
STF003399,1341367942,Natalie,Clark,RN,Registered Nurse,RN,050201,050201-SICU,1,1.0,2018-08-13,,1
STF003400,1151365904,Jordan,Wilkins,RN,Registered Nurse,RN,050201,050201-LD,1,1.0,2017-05-11,,1
STF003401,1490801623,Zachary,Fox,RN,Registered Nurse,RN,050201,050201-ED,1,0.6,2021-09-12,,1
STF003402,1117503135,John,Fields,RN,Registered Nurse,RN,050201,050201-ASC,1,1.0,2019-04-17,,1
STF003403,,Beth,Garcia,CNA,Certified Nursing Assistant,CNA,050201,050201-MS,1,0.9,2017-05-03,,1
STF003404,1655280930,Amanda,Velez,RN,Registered Nurse,RN,050201,050201-ED,1,1.0,2023-06-25,,1
STF003405,1502457931,Benjamin,Carr,NP,Nurse Practitioner,NP,050201,050201-ED,1,0.6,2023-04-18,,1
STF003406,1649884670,Angel,Hicks,RN,Registered Nurse,RN,050201,050201-ED,1,0.9,2019-11-16,,1
STF003407,1380433854,Marissa,Lowe,NP,Nurse Practitioner,NP,050201,050201-SICU,2,0.6,2016-11-26,,1
STF003408,1814004838,Kelly,King,RN,Registered Nurse,RN,050201,050201-MS,1,0.6,2021-05-25,,1
STF003409,1288413378,Nicholas,Coffey,LPN,Licensed Practical Nurse,LPN,050201,050201-OPC,1,0.6,2021-02-23,,1
STF003410,1598390426,Stephanie,Cowan,RN,Registered Nurse,RN,050201,050201-OPC,1,0.6,2021-05-26,,1
STF003411,,Matthew,Bradley,CNA,Certified Nursing Assistant,CNA,050201,050201-SICU,1,1.0,2020-12-19,,1
STF003412,,Kathleen,Cox,RT,Respiratory Therapist,RRT,050201,050201-PSY,2,0.6,2020-02-29,,1
STF003413,1962219028,Renee,Ramirez,RN,Registered Nurse,RN,050201,050201-PSY,1,0.9,2015-09-12,,1
STF003414,,Jennifer,Charles,CNA,Certified Nursing Assistant,CNA,050201,050201-PSY,2,0.9,2018-06-10,,1
STF003415,1010887840,Kevin,Byrd,MD,Physician,MD,050201,050201-CVICU,1,0.8,2015-09-18,,1
STF003416,1788619511,Rebecca,Wallace,RN,Registered Nurse,RN,050201,050201-ASC,1,1.0,2025-03-27,,1
STF003417,1611213081,William,Graves,RN,Registered Nurse,RN,050201,050201-ED,1,1.0,2021-08-26,,1
STF003418,1151331572,Marc,Edwards,RN,Registered Nurse,RN,050201,050201-LD,1,1.0,2018-03-06,,1
STF003419,1195354113,Brittany,Lewis,LPN,Licensed Practical Nurse,LPN,050201,050201-TELE,1,0.9,2018-05-18,,1
STF003420,1497195061,Marvin,Smith,NP,Nurse Practitioner,NP,050201,050201-SDU,1,1.0,2016-05-20,,1
STF003421,1628590038,Travis,Franco,RN,Registered Nurse,RN,050201,050201-CVICU,1,0.9,2017-02-11,,1
STF003422,1731069457,Robert,Wilson,RN,Registered Nurse,RN,050201,050201-CVICU,1,0.9,2022-01-11,2025-07-27,0
STF003423,,Amanda,Moyer,CNA,Certified Nursing Assistant,CNA,050201,050201-PSY,1,1.0,2018-12-30,,1
STF003424,1947083332,Dale,Duffy,RN,Registered Nurse,RN,050201,050201-MICU,1,0.9,2023-12-18,,1
STF003425,1444848000,David,Thompson,RN,Registered Nurse,RN,050201,050201-PEDS,1,0.8,2019-03-24,,1
STF003426,1752441321,Daniel,Rodriguez,MD,Physician,MD,050201,050201-ED,1,1.0,2022-03-27,,1
STF003427,,Ernest,Bradford,PharmTech,Pharmacy Technician,CPhT,050201,050201-ASC,1,1.0,2016-10-02,,1
